Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-08-09,S002,P0005,Groceries,East,130,66,62,68.8,19.4,15,Snowy,0,17.52,Winter
2022-08-09,S002,P0006,Furniture,West,302,38,120,54.57,33.32,10,Snowy,0,32.97,Autumn
2022-08-09,S002,P0007,Groceries,South,337,38,21,42.18,27.41,5,Cloudy,1,22.59,Summer
2022-08-09,S002,P0008,Groceries,West,345,106,200,124.3,16.78,15,Rainy,1,17.15,Winter
2022-08-09,S002,P0009,Furniture,North,336,47,190,42.45,58.77,0,Cloudy,1,62.11,Autumn
2022-08-09,S002,P0010,Electronics,South,147,127,136,121.64,99.25,20,Snowy,0,100.4,Winter
2022-08-09,S002,P0011,Toys,South,174,108,140,123.06,35.17,15,Sunny,1,36.74,Spring
2022-08-09,S002,P0012,Toys,East,139,17,177,36.26,19.75,20,Cloudy,0,15.91,Autumn
2022-08-09,S002,P0013,Furniture,South,313,163,118,160.81,79.76,20,Rainy,1,81.82,Summer
2022-08-09,S002,P0014,Toys,East,90,51,26,52.62,19.77,5,Rainy,0,24.34,Spring
2022-08-09,S002,P0015,Electronics,East,394,258,95,250.45,59.61,5,Snowy,1,56.46,Autumn
2022-08-09,S002,P0016,Toys,West,498,190,76,199.72,73.84,5,Cloudy,0,76.06,Summer
2022-08-09,S002,P0017,Clothing,South,481,400,157,417.94,43.2,15,Sunny,0,47.9,Winter
2022-08-09,S002,P0018,Groceries,South,421,37,198,56.36,73.0,5,Sunny,1,76.84,Spring
2022-08-09,S002,P0019,Furniture,East,292,43,124,33.52,28.47,15,Cloudy,0,23.92,Spring
2022-08-09,S002,P0020,Electronics,West,88,32,78,22.28,22.15,0,Rainy,0,18.75,Autumn
2022-08-09,S003,P0001,Furniture,North,261,113,199,127.82,23.26,20,Rainy,0,19.73,Autumn
2022-08-09,S003,P0002,Toys,North,59,59,156,59.23,67.13,15,Snowy,1,71.25,Winter
2022-08-09,S003,P0003,Furniture,West,175,31,89,41.43,41.23,5,Sunny,0,46.11,Spring
2022-08-09,S003,P0004,Groceries,East,155,118,58,135.84,27.2,5,Sunny,0,28.94,Autumn
2022-08-09,S003,P0005,Groceries,South,240,218,175,223.1,52.57,15,Cloudy,1,53.28,Summer
2022-08-09,S003,P0006,Toys,South,281,246,53,254.33,14.62,10,Snowy,1,13.61,Summer
2022-08-09,S003,P0007,Furniture,South,370,162,142,174.68,64.06,10,Snowy,1,65.25,Autumn
2022-08-09,S003,P0008,Clothing,South,369,327,118,341.07,96.06,20,Rainy,0,97.59,Spring
2022-08-09,S003,P0009,Furniture,North,163,123,187,125.39,96.78,15,Rainy,0,97.9,Winter
2022-08-09,S003,P0010,Clothing,South,124,0,101,17.95,27.3,15,Rainy,0,25.44,Autumn
2022-08-09,S003,P0011,Furniture,West,309,292,165,302.67,97.59,15,Sunny,1,97.63,Spring
2022-08-09,S003,P0012,Groceries,South,263,58,90,66.7,91.62,0,Sunny,1,90.08,Winter
2022-08-09,S003,P0013,Furniture,North,378,108,26,108.42,31.43,10,Snowy,1,32.44,Winter
2022-08-09,S003,P0014,Toys,West,106,80,181,92.92,77.34,20,Snowy,1,75.64,Summer
2022-08-09,S003,P0015,Electronics,East,157,131,91,149.98,63.5,15,Sunny,0,60.07,Spring
2022-08-09,S003,P0016,Toys,East,193,52,58,51.98,95.5,20,Sunny,1,96.46,Winter
2022-08-09,S003,P0017,Furniture,East,171,44,43,54.74,64.57,10,Snowy,1,69.0,Spring
2022-08-09,S003,P0018,Groceries,West,414,19,36,22.54,17.52,20,Snowy,0,18.95,Autumn
2022-08-09,S003,P0019,Clothing,South,274,255,182,257.77,58.09,0,Sunny,0,60.14,Summer
2022-08-09,S003,P0020,Groceries,West,118,7,184,-2.45,18.7,15,Snowy,1,18.03,Spring
2022-08-09,S004,P0001,Clothing,North,498,438,68,430.02,55.34,5,Sunny,1,54.87,Spring
2022-08-09,S004,P0002,Furniture,East,416,184,43,189.31,41.57,15,Snowy,1,46.46,Summer
2022-08-09,S004,P0003,Groceries,East,67,67,88,64.88,26.02,10,Sunny,0,21.64,Winter
2022-08-09,S004,P0004,Electronics,West,163,59,179,67.85,45.23,20,Sunny,1,49.1,Winter
2022-08-09,S004,P0005,Electronics,North,277,11,38,13.27,35.57,5,Snowy,1,33.55,Summer
2022-08-09,S004,P0006,Clothing,West,88,41,61,58.37,28.19,0,Rainy,1,30.48,Winter
2022-08-09,S004,P0007,Toys,North,280,174,41,178.14,19.44,20,Sunny,0,23.36,Summer
2022-08-09,S004,P0008,Furniture,West,369,237,161,229.15,66.95,10,Rainy,1,69.85,Autumn
2022-08-09,S004,P0009,Toys,East,390,158,147,154.71,61.52,10,Rainy,1,63.44,Spring
2022-08-09,S004,P0010,Clothing,South,85,8,77,20.33,34.83,15,Snowy,0,31.5,Summer
2022-08-09,S004,P0011,Clothing,North,488,16,31,6.56,26.16,20,Cloudy,0,23.96,Summer
2022-08-09,S004,P0012,Toys,East,325,298,93,301.04,40.18,0,Snowy,1,36.63,Spring
2022-08-09,S004,P0013,Electronics,North,355,221,102,236.37,87.81,15,Sunny,0,92.75,Winter
2022-08-09,S004,P0014,Toys,West,264,190,197,208.16,11.81,20,Cloudy,1,13.8,Summer
2022-08-09,S004,P0015,Electronics,East,184,75,71,92.17,57.61,20,Rainy,1,59.26,Autumn
2022-08-09,S004,P0016,Electronics,South,424,297,110,290.62,59.12,5,Cloudy,1,58.13,Summer
2022-08-09,S004,P0017,Toys,South,53,44,82,49.28,44.4,10,Sunny,0,41.16,Autumn
2022-08-09,S004,P0018,Electronics,West,92,73,35,77.89,74.77,10,Snowy,1,75.94,Winter
2022-08-09,S004,P0019,Furniture,East,241,231,200,229.3,75.08,20,Rainy,1,73.83,Spring
2022-08-09,S004,P0020,Toys,East,494,366,188,363.02,89.07,15,Sunny,0,87.52,Summer
2022-08-09,S005,P0001,Furniture,North,182,154,119,155.33,73.38,0,Cloudy,1,68.99,Summer
2022-08-09,S005,P0002,Furniture,North,362,157,165,166.22,28.77,5,Rainy,1,30.93,Summer
2022-08-09,S005,P0003,Furniture,West,414,77,165,95.8,29.46,0,Snowy,1,24.52,Winter
2022-08-09,S005,P0004,Electronics,West,328,55,51,54.4,99.11,0,Cloudy,1,94.93,Autumn
2022-08-09,S005,P0005,Electronics,South,491,143,44,152.26,75.75,0,Snowy,1,79.96,Spring
2022-08-09,S005,P0006,Clothing,South,499,417,175,436.77,64.38,0,Sunny,0,67.72,Summer
2022-08-09,S005,P0007,Toys,South,152,130,85,133.8,36.57,20,Snowy,0,41.56,Winter
2022-08-09,S005,P0008,Groceries,North,224,10,53,13.17,85.73,20,Rainy,1,81.6,Winter
2022-08-09,S005,P0009,Groceries,South,260,134,181,151.54,27.95,10,Sunny,0,26.39,Summer
2022-08-09,S005,P0010,Toys,South,193,149,115,155.94,40.5,10,Rainy,0,41.1,Autumn
2022-08-09,S005,P0011,Electronics,East,434,164,68,175.98,45.49,0,Snowy,0,43.97,Winter
2022-08-09,S005,P0012,Furniture,West,146,134,65,151.05,34.58,20,Sunny,0,36.71,Autumn
2022-08-09,S005,P0013,Groceries,West,352,293,51,300.6,12.76,0,Cloudy,1,15.9,Winter
2022-08-09,S005,P0014,Groceries,West,378,260,42,273.53,76.36,5,Rainy,1,75.98,Spring
2022-08-09,S005,P0015,Groceries,North,72,66,118,72.14,26.63,5,Sunny,1,21.73,Autumn
2022-08-09,S005,P0016,Furniture,West,96,82,124,88.57,58.82,0,Sunny,1,60.92,Summer
2022-08-09,S005,P0017,Groceries,South,97,40,172,31.71,68.22,20,Sunny,0,72.59,Spring
2022-08-09,S005,P0018,Clothing,West,151,146,170,162.68,53.9,15,Rainy,1,53.21,Autumn
2022-08-09,S005,P0019,Furniture,West,344,51,110,67.11,37.78,5,Snowy,1,38.6,Summer
2022-08-09,S005,P0020,Toys,South,407,264,154,261.16,22.54,5,Rainy,1,23.08,Winter
2022-09-09,S001,P0001,Toys,North,220,0,102,-6.71,38.45,20,Sunny,1,39.51,Winter
2022-09-09,S001,P0002,Groceries,West,308,228,200,229.11,38.7,0,Cloudy,0,35.29,Autumn
2022-09-09,S001,P0003,Groceries,West,110,51,56,70.36,36.59,15,Snowy,0,33.65,Spring
2022-09-09,S001,P0004,Electronics,South,499,451,169,444.49,69.38,15,Cloudy,1,69.21,Summer
2022-09-09,S001,P0005,Toys,East,239,15,72,24.42,61.37,10,Cloudy,1,64.41,Spring
2022-09-09,S001,P0006,Furniture,North,122,32,171,25.25,69.14,20,Sunny,1,72.03,Autumn
2022-09-09,S001,P0007,Furniture,East,381,222,74,225.11,42.74,0,Rainy,0,45.58,Autumn
2022-09-09,S001,P0008,Toys,East,442,54,158,46.09,87.68,20,Sunny,0,84.55,Winter
2022-09-09,S001,P0009,Clothing,West,217,17,62,29.61,74.38,10,Rainy,0,70.42,Autumn
2022-09-09,S001,P0010,Furniture,South,305,258,66,270.7,52.45,5,Cloudy,0,50.36,Summer
2022-09-09,S001,P0011,Groceries,West,304,34,73,36.3,65.77,10,Rainy,1,69.76,Autumn
2022-09-09,S001,P0012,Groceries,East,303,215,119,212.7,88.6,10,Sunny,1,87.44,Spring
2022-09-09,S001,P0013,Groceries,North,237,204,147,220.55,60.69,10,Snowy,1,57.92,Summer
2022-09-09,S001,P0014,Clothing,East,311,190,27,194.22,48.3,10,Snowy,1,49.31,Autumn
2022-09-09,S001,P0015,Clothing,East,65,1,131,9.45,81.4,15,Cloudy,0,81.16,Autumn
2022-09-09,S001,P0016,Clothing,East,318,175,32,171.49,94.88,0,Snowy,0,95.32,Winter
2022-09-09,S001,P0017,Electronics,South,135,62,46,79.62,94.94,0,Sunny,0,97.7,Spring
2022-09-09,S001,P0018,Electronics,South,362,235,178,241.23,98.07,5,Sunny,0,93.99,Winter
2022-09-09,S001,P0019,Groceries,West,293,28,65,42.65,56.47,20,Snowy,1,52.62,Winter
2022-09-09,S001,P0020,Electronics,West,361,234,80,234.46,72.65,15,Cloudy,1,73.03,Spring
2022-09-09,S002,P0001,Toys,West,126,12,88,16.02,83.34,10,Snowy,0,79.68,Winter
2022-09-09,S002,P0002,Electronics,West,480,109,195,99.15,97.46,20,Rainy,0,100.45,Summer
2022-09-09,S002,P0003,Electronics,South,287,9,121,11.89,87.58,15,Rainy,0,85.15,Summer
2022-09-09,S002,P0004,Furniture,North,57,3,102,4.23,32.54,15,Cloudy,1,36.43,Winter
2022-09-09,S002,P0005,Furniture,East,317,122,50,126.06,32.23,15,Snowy,1,32.89,Winter
2022-09-09,S002,P0006,Electronics,East,114,85,145,93.25,94.1,10,Snowy,1,96.18,Autumn
2022-09-09,S002,P0007,Groceries,South,133,101,136,96.78,74.93,0,Rainy,0,75.53,Winter
2022-09-09,S002,P0008,Toys,West,66,59,77,75.08,31.11,15,Sunny,1,27.46,Winter
2022-09-09,S002,P0009,Toys,North,229,85,106,78.66,38.83,15,Sunny,0,40.32,Autumn
2022-09-09,S002,P0010,Furniture,East,255,55,150,62.79,61.63,10,Cloudy,1,59.93,Winter
2022-09-09,S002,P0011,Furniture,East,292,4,142,15.43,94.38,10,Sunny,0,95.34,Autumn
2022-09-09,S002,P0012,Furniture,West,361,55,198,57.29,58.29,10,Sunny,1,54.17,Summer
2022-09-09,S002,P0013,Clothing,West,413,277,99,268.96,29.69,20,Snowy,1,29.41,Winter
2022-09-09,S002,P0014,Groceries,South,332,71,118,62.01,94.45,5,Cloudy,1,90.92,Winter
2022-09-09,S002,P0015,Furniture,North,117,50,156,68.01,83.11,10,Sunny,0,84.62,Spring
2022-09-09,S002,P0016,Toys,South,201,53,40,58.06,21.95,15,Rainy,1,21.72,Summer
2022-09-09,S002,P0017,Groceries,West,437,69,170,68.27,34.91,20,Cloudy,0,37.46,Winter
2022-09-09,S002,P0018,Groceries,West,451,46,197,41.41,73.94,10,Cloudy,0,69.75,Autumn
2022-09-09,S002,P0019,Clothing,West,262,189,165,196.41,67.18,15,Rainy,0,65.97,Summer
2022-09-09,S002,P0020,Furniture,South,318,122,83,131.76,55.99,20,Rainy,0,54.97,Spring
2022-09-09,S003,P0001,Furniture,South,206,133,80,127.94,31.11,0,Sunny,0,31.03,Winter
2022-09-09,S003,P0002,Clothing,East,338,95,121,98.0,86.47,10,Rainy,1,85.38,Spring
2022-09-09,S003,P0003,Electronics,South,428,203,193,218.96,33.01,5,Snowy,0,32.27,Summer
2022-09-09,S003,P0004,Furniture,North,232,188,50,193.2,79.24,15,Sunny,1,82.96,Winter
2022-09-09,S003,P0005,Furniture,South,436,356,183,355.07,21.96,0,Sunny,0,19.97,Winter
2022-09-09,S003,P0006,Groceries,South,149,68,64,80.56,84.66,20,Snowy,1,84.29,Autumn
2022-09-09,S003,P0007,Furniture,East,121,119,134,121.88,42.35,20,Rainy,1,45.52,Winter
2022-09-09,S003,P0008,Clothing,South,410,384,81,394.71,78.02,10,Snowy,1,74.34,Summer
2022-09-09,S003,P0009,Electronics,West,330,9,128,17.99,81.26,20,Rainy,1,82.81,Spring
2022-09-09,S003,P0010,Clothing,South,204,124,144,129.53,14.47,20,Cloudy,1,14.26,Winter
2022-09-09,S003,P0011,Electronics,North,304,261,107,265.37,21.87,0,Cloudy,0,21.5,Spring
2022-09-09,S003,P0012,Groceries,West,344,256,123,264.24,82.86,5,Sunny,0,82.53,Winter
2022-09-09,S003,P0013,Groceries,North,160,121,129,130.91,40.44,5,Rainy,0,40.91,Spring
2022-09-09,S003,P0014,Toys,West,264,227,102,238.71,10.01,5,Cloudy,1,6.02,Spring
2022-09-09,S003,P0015,Toys,West,75,63,38,78.68,93.75,15,Sunny,1,96.37,Spring
2022-09-09,S003,P0016,Groceries,North,390,377,43,396.25,36.95,0,Rainy,1,33.14,Autumn
2022-09-09,S003,P0017,Furniture,West,496,345,68,345.16,24.18,10,Snowy,1,27.5,Autumn
2022-09-09,S003,P0018,Toys,West,193,157,151,152.72,53.5,15,Snowy,1,52.75,Autumn
2022-09-09,S003,P0019,Electronics,South,228,89,89,97.92,30.47,20,Rainy,1,29.52,Summer
2022-09-09,S003,P0020,Furniture,West,373,81,120,91.03,90.75,5,Sunny,1,85.77,Spring
2022-09-09,S004,P0001,Clothing,West,423,155,148,167.41,40.22,0,Snowy,0,42.93,Summer
2022-09-09,S004,P0002,Clothing,East,303,123,160,117.44,78.93,10,Sunny,1,76.39,Summer
2022-09-09,S004,P0003,Furniture,West,60,55,33,51.91,46.02,5,Cloudy,0,47.12,Spring
2022-09-09,S004,P0004,Clothing,North,259,153,102,144.29,18.45,5,Sunny,0,20.29,Summer
2022-09-09,S004,P0005,Toys,North,343,327,142,325.5,97.57,5,Snowy,1,100.47,Spring
2022-09-09,S004,P0006,Clothing,East,219,121,97,135.05,13.61,5,Cloudy,1,18.42,Spring
2022-09-09,S004,P0007,Clothing,East,187,35,94,53.42,39.16,15,Snowy,1,38.56,Summer
2022-09-09,S004,P0008,Groceries,West,164,85,56,78.73,66.03,15,Rainy,0,66.93,Winter
2022-09-09,S004,P0009,Groceries,East,171,98,50,90.23,43.68,20,Cloudy,1,40.7,Summer
2022-09-09,S004,P0010,Toys,North,193,136,142,143.6,60.43,5,Cloudy,0,60.95,Spring
2022-09-09,S004,P0011,Furniture,East,109,33,29,30.86,73.26,15,Rainy,0,76.29,Winter
2022-09-09,S004,P0012,Electronics,North,313,57,31,63.47,44.56,15,Snowy,1,44.84,Spring
2022-09-09,S004,P0013,Electronics,South,292,216,25,233.82,93.42,0,Cloudy,1,92.98,Winter
2022-09-09,S004,P0014,Groceries,East,446,416,200,414.92,36.08,5,Cloudy,0,40.05,Summer
2022-09-09,S004,P0015,Clothing,East,373,173,71,180.0,11.48,0,Snowy,1,8.88,Winter
2022-09-09,S004,P0016,Toys,East,71,30,97,44.51,28.66,10,Cloudy,0,23.71,Autumn
2022-09-09,S004,P0017,Electronics,West,454,355,108,346.72,92.54,5,Sunny,0,92.85,Autumn
2022-09-09,S004,P0018,Clothing,North,221,122,123,138.22,84.49,5,Snowy,0,88.57,Spring
2022-09-09,S004,P0019,Clothing,West,302,203,152,200.26,21.5,5,Snowy,1,17.4,Summer
2022-09-09,S004,P0020,Furniture,South,251,235,89,228.86,57.73,0,Rainy,0,61.92,Spring
2022-09-09,S005,P0001,Electronics,West,107,8,156,24.11,63.75,15,Sunny,1,64.83,Autumn
2022-09-09,S005,P0002,Groceries,North,227,94,107,101.62,16.94,15,Snowy,1,19.4,Autumn
2022-09-09,S005,P0003,Furniture,North,415,314,113,332.85,86.57,5,Rainy,0,82.36,Spring
2022-09-09,S005,P0004,Toys,North,338,158,170,158.88,18.17,5,Sunny,1,18.36,Spring
2022-09-09,S005,P0005,Toys,North,363,196,155,195.71,59.85,0,Cloudy,0,57.52,Winter
2022-09-09,S005,P0006,Groceries,North,239,225,163,232.68,52.12,0,Sunny,0,56.68,Summer
2022-09-09,S005,P0007,Electronics,East,400,13,69,23.1,90.77,10,Snowy,0,89.44,Spring
2022-09-09,S005,P0008,Clothing,North,62,41,175,37.09,26.75,5,Cloudy,1,26.23,Summer
2022-09-09,S005,P0009,Furniture,South,316,172,39,169.42,74.53,5,Sunny,0,78.31,Autumn
2022-09-09,S005,P0010,Groceries,South,232,160,182,155.59,99.49,5,Cloudy,0,102.65,Autumn
2022-09-09,S005,P0011,Electronics,South,210,163,193,173.07,92.09,15,Snowy,0,90.49,Spring
2022-09-09,S005,P0012,Groceries,North,133,131,126,137.73,77.26,0,Rainy,0,74.44,Autumn
2022-09-09,S005,P0013,Toys,South,153,62,112,76.26,13.04,5,Rainy,0,8.32,Autumn
2022-09-09,S005,P0014,Toys,South,467,419,97,412.99,78.91,15,Snowy,1,82.97,Summer
2022-09-09,S005,P0015,Furniture,West,190,49,138,67.8,29.68,0,Sunny,1,26.63,Autumn
2022-09-09,S005,P0016,Furniture,South,180,13,136,24.55,81.43,15,Snowy,1,85.68,Autumn
2022-09-09,S005,P0017,Clothing,West,221,29,120,33.66,46.11,10,Rainy,1,47.53,Autumn
2022-09-09,S005,P0018,Groceries,North,425,329,85,327.48,11.97,20,Cloudy,1,16.11,Summer
2022-09-09,S005,P0019,Groceries,North,262,37,53,38.76,35.08,10,Sunny,0,34.67,Summer
2022-09-09,S005,P0020,Groceries,East,347,99,150,108.28,37.66,10,Rainy,0,42.16,Summer
2022-10-09,S001,P0001,Toys,East,344,228,100,238.17,84.98,20,Rainy,0,84.45,Summer
2022-10-09,S001,P0002,Electronics,East,403,382,78,372.12,78.71,15,Cloudy,0,78.09,Spring
2022-10-09,S001,P0003,Toys,South,278,184,183,191.79,28.83,0,Cloudy,0,28.94,Spring
2022-10-09,S001,P0004,Electronics,East,476,376,69,377.5,15.2,15,Cloudy,0,13.39,Autumn
2022-10-09,S001,P0005,Electronics,South,139,26,171,24.37,95.44,5,Cloudy,0,97.4,Autumn
2022-10-09,S001,P0006,Groceries,East,153,45,117,57.01,50.62,10,Rainy,1,47.53,Winter
2022-10-09,S001,P0007,Toys,West,191,190,117,209.66,37.8,20,Snowy,0,38.49,Winter
2022-10-09,S001,P0008,Furniture,North,400,67,173,76.99,97.69,20,Snowy,0,93.31,Winter
2022-10-09,S001,P0009,Toys,South,50,2,110,14.36,16.32,15,Cloudy,1,12.35,Summer
2022-10-09,S001,P0010,Electronics,West,215,45,107,38.07,87.67,5,Snowy,0,88.68,Winter
2022-10-09,S001,P0011,Groceries,West,138,83,105,97.68,44.61,0,Snowy,1,49.57,Spring
2022-10-09,S001,P0012,Clothing,South,429,248,110,248.3,43.2,5,Cloudy,1,46.12,Winter
2022-10-09,S001,P0013,Toys,South,319,169,82,163.92,32.93,10,Snowy,1,37.55,Autumn
2022-10-09,S001,P0014,Electronics,East,322,32,81,24.26,10.6,5,Rainy,1,6.9,Autumn
2022-10-09,S001,P0015,Furniture,South,123,101,82,110.97,13.85,20,Cloudy,0,15.68,Spring
2022-10-09,S001,P0016,Furniture,West,485,438,141,441.54,25.84,10,Cloudy,0,24.78,Winter
2022-10-09,S001,P0017,Groceries,South,329,70,38,72.91,27.33,0,Sunny,0,31.66,Spring
2022-10-09,S001,P0018,Electronics,North,223,107,91,119.09,61.29,10,Cloudy,0,58.43,Spring
2022-10-09,S001,P0019,Toys,West,414,375,164,369.38,56.62,15,Snowy,1,61.09,Spring
2022-10-09,S001,P0020,Electronics,South,424,155,184,166.5,98.75,5,Rainy,0,96.02,Autumn
2022-10-09,S002,P0001,Groceries,South,263,165,56,159.36,47.7,0,Sunny,1,44.88,Autumn
2022-10-09,S002,P0002,Groceries,South,362,237,133,236.54,30.65,0,Rainy,1,33.4,Winter
2022-10-09,S002,P0003,Electronics,East,337,230,82,233.07,26.4,0,Snowy,1,22.94,Summer
2022-10-09,S002,P0004,Groceries,West,390,335,105,341.75,24.0,15,Sunny,0,23.47,Summer
2022-10-09,S002,P0005,Electronics,North,289,45,43,58.77,51.69,10,Snowy,0,50.89,Autumn
2022-10-09,S002,P0006,Toys,South,440,181,197,182.43,92.11,20,Rainy,0,93.16,Summer
2022-10-09,S002,P0007,Clothing,South,180,161,86,163.57,30.96,5,Sunny,1,26.39,Autumn
2022-10-09,S002,P0008,Clothing,West,97,17,30,11.54,84.32,0,Rainy,1,84.26,Spring
2022-10-09,S002,P0009,Clothing,West,481,399,29,400.74,24.88,5,Cloudy,1,20.12,Spring
2022-10-09,S002,P0010,Toys,South,303,168,92,160.36,58.68,0,Snowy,0,58.45,Winter
2022-10-09,S002,P0011,Toys,West,399,4,87,8.49,33.48,20,Sunny,0,28.94,Autumn
2022-10-09,S002,P0012,Electronics,South,285,253,134,250.91,36.19,20,Rainy,0,31.78,Spring
2022-10-09,S002,P0013,Groceries,East,308,101,110,118.24,93.56,0,Snowy,1,95.74,Autumn
2022-10-09,S002,P0014,Groceries,North,404,31,33,42.29,94.5,5,Cloudy,0,95.25,Summer
2022-10-09,S002,P0015,Furniture,East,370,293,77,286.33,30.55,20,Cloudy,0,35.26,Spring
2022-10-09,S002,P0016,Furniture,East,449,153,162,159.33,87.0,5,Sunny,0,89.04,Summer
2022-10-09,S002,P0017,Clothing,South,424,5,183,14.24,43.06,0,Snowy,0,38.39,Autumn
2022-10-09,S002,P0018,Groceries,North,151,38,181,48.8,44.38,10,Rainy,0,42.05,Winter
2022-10-09,S002,P0019,Groceries,North,104,26,150,39.32,39.34,0,Rainy,0,36.49,Spring
2022-10-09,S002,P0020,Groceries,West,53,17,154,31.57,17.77,0,Cloudy,0,13.41,Spring
2022-10-09,S003,P0001,Toys,East,319,126,45,120.86,93.11,10,Rainy,1,93.71,Winter
2022-10-09,S003,P0002,Furniture,South,81,1,48,-1.19,13.12,0,Snowy,0,8.75,Autumn
2022-10-09,S003,P0003,Electronics,North,340,14,180,13.19,62.87,20,Sunny,0,57.96,Summer
2022-10-09,S003,P0004,Groceries,North,136,99,121,116.89,44.01,15,Rainy,0,41.9,Winter
2022-10-09,S003,P0005,Electronics,West,262,156,190,170.61,13.17,10,Snowy,1,13.66,Autumn
2022-10-09,S003,P0006,Groceries,East,239,165,145,165.66,33.15,5,Snowy,0,31.93,Summer
2022-10-09,S003,P0007,Electronics,North,275,61,179,69.08,53.02,15,Cloudy,1,57.88,Winter
2022-10-09,S003,P0008,Groceries,North,444,324,83,321.91,77.06,20,Snowy,0,80.91,Spring
2022-10-09,S003,P0009,Clothing,West,384,318,174,329.11,24.58,5,Rainy,1,23.88,Spring
2022-10-09,S003,P0010,Furniture,East,168,159,51,167.28,17.63,0,Rainy,1,12.86,Autumn
2022-10-09,S003,P0011,Groceries,North,212,139,164,150.34,36.26,5,Rainy,0,34.68,Summer
2022-10-09,S003,P0012,Electronics,West,314,155,60,162.18,56.91,5,Sunny,1,54.21,Summer
2022-10-09,S003,P0013,Clothing,East,338,148,163,156.62,53.49,5,Rainy,0,57.05,Winter
2022-10-09,S003,P0014,Toys,East,219,197,61,198.35,38.33,10,Cloudy,0,37.58,Autumn
2022-10-09,S003,P0015,Clothing,North,98,6,67,18.79,87.53,5,Cloudy,0,91.3,Spring
2022-10-09,S003,P0016,Groceries,West,254,103,44,112.99,69.08,5,Snowy,0,71.8,Autumn
2022-10-09,S003,P0017,Furniture,West,270,161,101,178.09,90.99,10,Cloudy,0,90.43,Winter
2022-10-09,S003,P0018,Electronics,North,124,35,105,45.57,21.84,0,Cloudy,0,25.86,Summer
2022-10-09,S003,P0019,Furniture,North,183,16,132,35.98,11.93,10,Sunny,0,13.09,Autumn
2022-10-09,S003,P0020,Electronics,North,113,45,29,53.88,36.26,5,Rainy,1,38.54,Autumn
2022-10-09,S004,P0001,Clothing,North,344,59,85,66.51,57.75,0,Sunny,0,58.0,Autumn
2022-10-09,S004,P0002,Groceries,South,198,95,161,102.62,70.86,15,Rainy,0,72.35,Summer
2022-10-09,S004,P0003,Electronics,North,141,31,110,45.17,29.3,0,Sunny,1,27.93,Summer
2022-10-09,S004,P0004,Electronics,South,282,236,88,234.23,14.05,10,Cloudy,0,12.18,Autumn
2022-10-09,S004,P0005,Furniture,East,403,205,156,209.26,72.63,5,Cloudy,1,77.59,Spring
2022-10-09,S004,P0006,Clothing,North,186,84,139,79.55,79.75,10,Snowy,0,74.81,Autumn
2022-10-09,S004,P0007,Furniture,North,279,9,79,20.47,74.31,5,Snowy,1,76.64,Autumn
2022-10-09,S004,P0008,Toys,East,93,12,103,10.03,70.16,5,Snowy,0,72.6,Autumn
2022-10-09,S004,P0009,Groceries,East,169,156,108,169.7,54.18,0,Cloudy,0,50.51,Autumn
2022-10-09,S004,P0010,Groceries,South,172,73,30,65.12,90.85,15,Cloudy,1,93.81,Spring
2022-10-09,S004,P0011,Groceries,North,78,25,173,19.75,98.41,15,Snowy,0,103.36,Winter
2022-10-09,S004,P0012,Groceries,West,63,10,63,15.83,98.75,20,Cloudy,1,94.6,Spring
2022-10-09,S004,P0013,Electronics,South,282,276,144,279.02,42.43,0,Cloudy,0,37.46,Autumn
2022-10-09,S004,P0014,Clothing,East,151,108,56,111.74,73.04,20,Snowy,1,70.86,Spring
2022-10-09,S004,P0015,Toys,West,160,97,127,91.01,41.76,15,Rainy,1,44.96,Winter
2022-10-09,S004,P0016,Groceries,North,304,96,200,99.11,22.33,0,Snowy,0,18.08,Spring
2022-10-09,S004,P0017,Toys,East,187,89,111,108.11,96.72,15,Sunny,1,96.63,Autumn
2022-10-09,S004,P0018,Furniture,West,99,58,39,54.49,40.19,20,Snowy,0,39.86,Spring
2022-10-09,S004,P0019,Clothing,West,465,47,24,58.79,64.47,20,Cloudy,1,64.37,Winter
2022-10-09,S004,P0020,Clothing,North,158,18,52,28.09,65.2,20,Sunny,0,61.83,Summer
2022-10-09,S005,P0001,Groceries,North,350,249,67,253.67,43.06,20,Cloudy,1,40.13,Autumn
2022-10-09,S005,P0002,Toys,East,99,88,120,88.54,71.4,5,Cloudy,1,74.35,Autumn
2022-10-09,S005,P0003,Clothing,North,437,302,29,317.27,61.1,20,Cloudy,0,65.08,Winter
2022-10-09,S005,P0004,Toys,East,193,21,54,18.24,35.19,0,Sunny,1,39.48,Winter
2022-10-09,S005,P0005,Electronics,North,264,90,178,104.16,12.84,15,Snowy,0,12.99,Summer
2022-10-09,S005,P0006,Groceries,South,308,178,103,172.09,84.5,10,Sunny,0,86.51,Winter
2022-10-09,S005,P0007,Groceries,North,291,139,80,147.98,59.07,20,Snowy,1,56.91,Spring
2022-10-09,S005,P0008,Clothing,South,125,100,45,105.19,22.71,20,Rainy,0,19.26,Spring
2022-10-09,S005,P0009,Furniture,North,106,93,60,89.24,58.97,15,Snowy,0,61.23,Winter
